Keywords	Date and Time	Source	Event ID	Task Category
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4608	Security State Change	"Windows is starting up.

This event is logged when LSASS.EXE starts and the auditing subsystem is initialized."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x264
	New Process Name:	C:\Windows\System32\lsass.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x1d8
	Creator Process Name:	C:\Windows\System32\wininit.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x25c
	New Process Name:	C:\Windows\System32\services.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x1d8
	Creator Process Name:	C:\Windows\System32\wininit.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x218
	New Process Name:	C:\Windows\System32\winlogon.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x1d0
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1e0
	New Process Name:	C:\Windows\System32\csrss.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x1d0
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1d8
	New Process Name:	C:\Windows\System32\wininit.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x18c
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1d0
	New Process Name:	C:\Windows\System32\smss.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x130
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x194
	New Process Name:	C:\Windows\System32\csrss.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x18c
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x18c
	New Process Name:	C:\Windows\System32\smss.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x130
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:11 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x14c
	New Process Name:	C:\Windows\System32\autochk.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x130
	Creator Process Name:	C:\Windows\System32\smss.exe
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:10 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x130
	New Process Name:	C:\Windows\System32\smss.exe
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x4
	Creator Process Name:	
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:55:10 PM	Microsoft-Windows-Security-Auditing	4826	Other Policy Change Events	"Boot Configuration Data loaded.

Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

General Settings:
	Load Options:		-
	Advanced Options:		No
	Configuration Access Policy:	Default
	System Event Logging:	No
	Kernel Debugging:	No
	VSM Launch Type:	Off

Signature Settings:
	Test Signing:		No
	Flight Signing:		No
	Disable Integrity Checks:	No

HyperVisor Settings:
	HyperVisor Load Options:	-
	HyperVisor Launch Type:	Off
	HyperVisor Debugging:	No"
Audit Success	9/17/2023 1:55:10 PM	Microsoft-Windows-Security-Auditing	4696	Process Creation	"A primary token was assigned to process.

Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Process Information:
	Process ID:	0x4
	Process Name:	

Target Process:
	Target Process ID:	0x64
	Target Process Name:	Registry

New Token Information:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7"
Audit Success	9/17/2023 1:55:10 PM	Microsoft-Windows-Security-Auditing	4688	Process Creation	"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x64
	New Process Name:	Registry
	Token Elevation Type:	TokenElevationTypeDefault (1)
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x4
	Creator Process Name:	
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success	9/17/2023 1:54:59 PM	Microsoft-Windows-Security-Auditing	4616	Security State Change	"The system time was changed.

Subject:
	Security ID:		LOCAL SERVICE
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Process Information:
	Process ID:	0x9b0
	Name:		C:\Windows\System32\svchost.exe

Previous Time:		‎2023‎-‎09‎-‎17T20:54:59.173422100Z
New Time:		‎2023‎-‎09‎-‎17T20:54:59.181576600Z

This event is generated when the system time is changed. It is normal for the Windows Time Service, which runs with System privilege, to change the system time on a regular basis. Other system time changes may be indicative of attempts to tamper with the computer."
Audit Success	9/17/2023 1:54:59 PM	Microsoft-Windows-Eventlog	1100	Service shutdown	The event logging service has shut down.
Audit Success	9/17/2023 1:54:57 PM	Microsoft-Windows-Security-Auditing	4647	Logoff	"User initiated logoff:

Subject:
	Security ID:		GMCYBER\Administrator
	Account Name:		Administrator
	Account Domain:		WIN-0PV7L6HD3OR
	Logon ID:		0x1340EE

This event is generated when a logoff is initiated. No further user-initiated activity can occur. This event can be interpreted as a logoff event."
Audit Success	9/17/2023 1:54:42 PM	Microsoft-Windows-Security-Auditing	4672	Special Logon	"Special privileges assigned to new logon.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
Audit Success	9/17/2023 1:54:42 PM	Microsoft-Windows-Security-Auditing	4624	Logon	"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x278
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\sysvol
	Handle ID:	0xba0

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;OICISA;SD;;;WD)"
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\sysvol\GMCyber.net
	Handle ID:	0xb54

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;OICIIDSA;SD;;;WD)"
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\domain
	Handle ID:	0xba8

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SA;SD;;;WD)"
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\domain\scripts
	Handle ID:	0xba8

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SA;SD;;;WD)"
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\domain\Policies
	Handle ID:	0xba0

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SA;SD;;;WD)"
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\domain\Policies\{6AC1786C-016F-11D2-945F-00C04fB984F9}
	Handle ID:	0xba0

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SA;SD;;;WD)"
Audit Success	9/17/2023 1:54:36 PM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\SYSVOL\domain\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}
	Handle ID:	0xba0

Process Information:
	Process ID:	0x278
	Process Name:	C:\Windows\System32\services.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SA;SD;;;WD)"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS

Access Granted:
	Access Right:		SeNetworkLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		NT AUTHORITY\ENTERPRISE DOMAIN CONTROLLERS

Access Granted:
	Access Right:		SeInteractiveLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Print Operators

Access Granted:
	Access Right:		SeInteractiveLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Account Operators

Access Granted:
	Access Right:		SeInteractiveLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4718	Authentication Policy Change	"System security access was removed from an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Users

Access Removed:
	Access Right:		SeNetworkLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Pre-Windows 2000 Compatible Access

Access Granted:
	Access Right:		SeNetworkLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		NT AUTHORITY\Authenticated Users

Access Granted:
	Access Right:		SeNetworkLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4717	Authentication Policy Change	"System security access was granted to an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Server Operators

Access Granted:
	Access Right:		SeInteractiveLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4718	Authentication Policy Change	"System security access was removed from an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Backup Operators

Access Removed:
	Access Right:		SeNetworkLogonRight"
Audit Success	9/17/2023 1:54:32 PM	Microsoft-Windows-Security-Auditing	4718	Authentication Policy Change	"System security access was removed from an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Remote Desktop Users

Access Removed:
	Access Right:		SeRemoteInteractiveLogonRight"
Audit Success	9/17/2023 1:54:31 PM	Microsoft-Windows-Security-Auditing	4718	Authentication Policy Change	"System security access was removed from an account.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-0PV7L6HD3OR$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Account Modified:
	Account Name:		BUILTIN\Users

Access Removed:
	Access Right:		SeInteractiveLogonRight"
Audit Success	9/17/2023 1:54:30 PM	Microsoft-Windows-Security-Auditing	4672	Special Logon	"Special privileges assigned to new logon.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
